2013,5,13,20,52,0
Time,Allston North Bus Pos Seq Mag,Allston North Bus Pos Seq Ang,Allston South Bus Pos Seq Mag,Allston South Bus Pos Seq Ang,Alvey Dixonville Line Pos Seq Mag,Alvey Dixonville Line Pos Seq Ang,Alvey Marion Line Pos Seq Mag,Alvey Marion Line Pos Seq Ang,Big Eddy West Bus Pos Seq Mag,Big Eddy West Bus Pos Seq Ang,Big Eddy East Bus Pos Seq Mag,Big Eddy East Bus Pos Seq Ang,Captain Jack West Bus Pos Seq Mag,Captain Jack West Bus Pos Seq Ang,Captain Jack East Bus Pos Seq Mag,Captain Jack East Bus Pos Seq Ang,Central Ferry West Bus Pos Seq Mag,Central Ferry West Bus Pos Seq Ang,Central Ferry East Bus Pos Seq Mag,Central Ferry East Bus Pos Seq Ang,Custer North Bus Pos Seq Mag,Custer North Bus Pos Seq Ang,Custer South Bus Pos Seq Mag,Custer South Bus Pos Seq Ang,Echo Lake North Bus Pos Seq Mag,Echo Lake North Bus Pos Seq Ang,Echo Lake South Bus Pos Seq Mag,Echo Lake South Bus Pos Seq Ang,Garrison West Bus Pos Seq Mag,Garrison West Bus Pos Seq Ang,Garrison East Bus Pos Seq Mag,Garrison East Bus Pos Seq Ang,Grizzly North Bus Pos Seq Mag,Grizzly North Bus Pos Seq Ang,Grizzly South Bus Pos Seq Mag,Grizzly South Bus Pos Seq Ang,John Day West Bus Pos Seq Mag,John Day West Bus Pos Seq Ang,John Day East Bus Pos Seq Mag,John Day East Bus Pos Seq Ang,Keeler West Bus Pos Seq Mag,Keeler West Bus Pos Seq Ang,Keeler Allston Line Pos Seq Mag,Keeler Allston Line Pos Seq Ang,Malin North Bus Pos Seq Mag,Malin North Bus Pos Seq Ang,Malin South Bus Pos Seq Mag,Malin South Bus Pos Seq Ang,Marion North Bus Pos Seq Mag,Marion North Bus Pos Seq Ang,Marion South Bus Pos Seq Mag,Marion South Bus Pos Seq Ang,Monroe North Bus Pos Seq Mag,Monroe North Bus Pos Seq Ang,Monroe South Bus Pos Seq Mag,Monroe South Bus Pos Seq Ang,Ostrander West Bus Pos Seq Mag,Ostrander West Bus Pos Seq Ang,Ostrander East Bus Pos Seq Mag,Ostrander East Bus Pos Seq Ang,Paul North Bus Pos Seq Mag,Paul North Bus Pos Seq Ang,Paul South Bus Pos Seq Mag,Paul South Bus Pos Seq Ang,Pearl West Bus Pos Seq Mag,Pearl West Bus Pos Seq Ang,Pearl East Bus Pos Seq Mag,Pearl East Bus Pos Seq Ang,Rock Creek West Bus Pos Seq Mag,Rock Creek West Pos Seq Ang,Rock Creek Wautoma Line Pos Seq Mag,Rock Creek Wautoma Line Pos Seq Ang,Summer Lake Grizzly Line Pos Seq Mag,Summer Lake Grizzly Line Pos Seq Ang,Summer Lake Hemingway Line Pos Seq Mag,Summer Lake Hemingway Line Pos Seq Ang,Wautoma West Bus Pos Seq Mag,Wautoma West Bus Pos Seq Ang,Wautoma East Bus Pos Seq Mag,Wautoma East Bus Pos Seq Ang
0,0,0,0,0,542.351,-83.7664,542.815,-83.7809,541.109,-74.0785,540.296,-73.8963,544.375,-91.2078,544.377,-91.2215,541.395,-47.7846,541.176,-47.776,544.267,-56.7373,528.072,-56.8207,0,0,540.313,-59.2709,542.306,-39.0435,542.306,-39.0435,545.277,-78.7811,544.725,-78.7696,542.386,-71.782,542.293,-71.8414,534.788,-76.9821,533.934,-76.8225,544.651,-91.476,544.693,-91.4714,541.31,-80.1572,540.983,-80.1419,541.76,-58.1621,542.766,-58.1904,533.385,-75.5441,533.604,-75.5646,0,0,0,0,538.735,-77.8528,538.031,-77.8508,541.246,-68.6531,541.753,-68.6544,542.903,-85.6087,0,0,540.79,-56.8138,540.719,-56.8253
0.0166667,0,0,0,0,542.339,-83.8629,542.803,-83.8773,541.069,-74.1774,540.253,-73.9953,544.396,-91.3081,544.354,-91.3173,541.379,-47.882,541.192,-47.8765,544.251,-56.8397,528.057,-56.9263,0,0,540.303,-59.3717,542.299,-39.1442,542.293,-39.1507,545.271,-78.8783,544.71,-78.8714,542.391,-71.8833,542.27,-71.9369,534.753,-77.0812,533.896,-76.9218,544.633,-91.5763,544.674,-91.5671,541.276,-80.2589,540.999,-80.2399,541.732,-58.2626,542.775,-58.2931,533.368,-75.6445,533.587,-75.6649,0,0,0,0,538.705,-77.9557,538.052,-77.9503,541.214,-68.7502,541.721,-68.7514,542.917,-85.7096,0,0,540.799,-56.9131,540.728,-56.9246
0.0333333,0,0,0,0,542.324,-83.9639,542.789,-83.9783,541.071,-74.2776,540.253,-74.0956,544.374,-91.4038,544.377,-91.4175,541.397,-47.9825,541.178,-47.9739,544.2,-56.9396,528.032,-57.0254,0,0,540.295,-59.4725,542.322,-39.2485,542.322,-39.2485,545.258,-78.9801,544.705,-78.9688,542.369,-71.9788,542.277,-72.0382,534.762,-77.1813,533.902,-77.0221,544.659,-91.672,544.701,-91.6673,541.293,-80.3568,540.974,-80.3371,541.705,-58.3631,542.749,-58.3934,533.395,-75.746,533.573,-75.7653,0,0,0,0,538.686,-78.0542,538.023,-78.0534,541.224,-68.8489,541.715,-68.8543,542.893,-85.8056,0,0,540.773,-57.0098,540.702,-57.0213
0.05,0,0,0,0,542.358,-84.0609,542.78,-84.0747,541.034,-74.3765,540.212,-74.1946,544.355,-91.5042,544.357,-91.5133,541.356,-48.0833,541.169,-48.0779,544.211,-57.0382,528.008,-57.1245,0,0,540.31,-59.5694,542.319,-39.3493,542.347,-39.3528,545.255,-79.0773,544.702,-79.0661,542.377,-72.08,542.245,-72.138,534.772,-77.2815,533.91,-77.1224,544.644,-91.7723,544.685,-91.763,541.263,-80.4586,540.985,-80.4397,541.717,-58.466,542.724,-58.4937,533.392,-75.8419,533.602,-75.8668,0,0,0,0,538.71,-78.1536,538.048,-78.1529,541.195,-68.946,541.686,-68.9513,542.911,-85.9066,0,0,540.785,-57.109,540.715,-57.1206
0.0666667,0,0,0,0,542.347,-84.1619,542.812,-84.1762,541.052,-74.4722,540.227,-74.2905,544.379,-91.5999,544.382,-91.609,541.377,-48.1838,541.158,-48.1753,544.224,-57.1369,528.045,-57.2221,0,0,540.305,-59.6702,542.351,-39.4471,542.345,-39.4536,545.253,-79.1746,544.7,-79.1635,542.386,-72.1813,542.269,-72.2349,534.793,-77.3771,533.929,-77.2182,544.673,-91.8679,544.672,-91.8633,541.283,-80.5565,541.006,-80.5377,541.716,-58.5626,542.761,-58.5925,533.391,-75.9378,533.601,-75.9626,0,0,0,0,538.736,-78.2529,538.04,-78.2469,541.208,-69.0448,541.699,-69.05,542.887,-86.0072,0,0,540.776,-57.2121,540.729,-57.2198
0.0833333,0,0,0,0,542.341,-84.2585,542.807,-84.2726,541.071,-74.5679,540.232,-74.3908,544.405,-91.6955,544.409,-91.7092,541.4,-48.2843,541.18,-48.2758,544.238,-57.2355,528.025,-57.3212,0,0,540.301,-59.771,542.352,-39.5479,542.346,-39.5543,545.253,-79.2719,544.7,-79.2609,542.369,-72.2768,542.281,-72.3362,534.774,-77.4717,533.94,-77.3185,544.662,-91.9682,544.702,-91.9589,541.313,-80.6499,540.985,-80.6349,541.716,-58.6592,542.739,-58.6929,533.381,-76.0382,533.602,-76.0585,0,0,0,0,538.73,-78.3469,538.025,-78.3455,541.222,-69.1435,541.714,-69.1486,542.911,-86.1036,0,0,540.755,-57.3089,540.745,-57.3191
0.1,0,0,0,0,542.337,-84.3549,542.803,-84.369,541.081,-74.6681,540.25,-74.4867,544.39,-91.7913,544.394,-91.805,541.392,-48.3817,541.205,-48.3764,544.218,-57.3316,528.065,-57.4189,0,0,540.262,-59.8695,542.321,-39.6515,542.348,-39.655,545.247,-79.3736,544.694,-79.3627,542.382,-72.378,542.266,-72.4317,534.789,-77.5718,533.919,-77.4132,544.65,-92.0639,544.692,-92.0592,541.294,-80.7472,541.009,-80.7329,541.733,-58.7621,542.742,-58.7893,533.383,-76.1341,533.604,-76.1543,0,0,0,0,538.717,-78.4453,538.063,-78.4405,541.239,-69.2422,541.73,-69.2472,542.933,-86.2045,0,0,540.772,-57.4081,540.702,-57.4197
0.116667,0,0,0,0,542.378,-84.4519,542.8,-84.4654,541.091,-74.7682,540.258,-74.587,544.377,-91.8917,544.38,-91.9008,541.39,-48.4856,541.17,-48.4772,544.212,-57.4341,528.025,-57.522,0,0,540.262,-59.9703,542.324,-39.7523,542.352,-39.7558,545.251,-79.4709,544.697,-79.4601,542.41,-72.4749,542.282,-72.533,534.763,-77.671,533.933,-77.5135,544.685,-92.1641,544.725,-92.1548,541.313,-80.8496,540.992,-80.8302,541.715,-58.8627,542.724,-58.8896,533.376,-76.2345,533.598,-76.2547,0,0,0,0,538.705,-78.5437,538.051,-78.539,541.241,-69.3452,541.733,-69.3502,542.914,-86.3051,0,0,540.791,-57.5073,540.721,-57.519
0.133333,0,0,0,0,542.373,-84.5529,542.796,-84.5664,541.104,-74.8683,540.268,-74.6873,544.409,-91.9919,544.412,-92.001,541.389,-48.5895,541.169,-48.5812,544.208,-57.5365,528.045,-57.6236,0,0,540.263,-60.0711,542.33,-39.853,542.358,-39.8565,545.248,-79.5727,544.694,-79.5619,542.384,-72.5748,542.299,-72.6342,534.781,-77.7711,533.906,-77.6128,544.677,-92.2598,544.719,-92.2551,541.297,-80.9468,541.018,-80.9282,541.698,-58.9632,542.745,-58.9923,533.423,-76.3315,533.593,-76.3551,0,0,0,0,538.738,-78.6431,538.041,-78.6376,541.22,-69.4423,541.752,-69.4488,542.943,-86.4014,0,0,540.788,-57.6104,540.718,-57.6221
0.15,0,0,0,0,542.373,-84.6494,542.836,-84.6678,541.077,-74.9673,540.279,-74.7876,544.398,-92.0877,544.402,-92.0968,541.39,-48.6934,541.17,-48.6851,544.206,-57.639,528.031,-57.7227,0,0,540.266,-60.172,542.337,-39.9538,542.304,-39.9567,545.254,-79.6699,544.7,-79.6593,542.402,-72.676,542.276,-72.7341,534.81,-77.8667,533.933,-77.7086,544.672,-92.3602,544.712,-92.3509,541.319,-81.0493,541.004,-81.0255,541.72,-59.0661,542.708,-59.0966,533.419,-76.4319,533.589,-76.4554,0,0,0,0,538.729,-78.7415,538.067,-78.7416,541.226,-69.5454,541.718,-69.5501,542.927,-86.5021,0,0,540.787,-57.7135,540.718,-57.7252
0.166667,0,0,0,0,542.372,-84.7505,542.838,-84.7642,541.092,-75.0674,540.292,-74.8879,544.389,-92.1835,544.394,-92.1972,541.393,-48.7973,541.173,-48.7891,544.205,-57.7414,528.032,-57.8283,0,0,540.309,-60.2751,542.313,-40.0574,542.313,-40.0574,545.305,-79.768,544.751,-79.7575,542.38,-72.7759,542.309,-72.831,534.789,-77.9658,533.952,-77.8089,544.711,-92.4557,544.709,-92.4512,541.307,-81.1465,541.027,-81.128,541.706,-59.1666,542.732,-59.1993,533.417,-76.5323,533.64,-76.5524,0,0,0,0,538.765,-78.8409,538.06,-78.8402,541.249,-69.6441,541.74,-69.6487,542.959,-86.5984,0,0,540.751,-57.8142,540.741,-57.8244
0.183333,0,0,0,0,542.375,-84.847,542.842,-84.8606,541.11,-75.1675,540.265,-74.9869,544.426,-92.2837,544.43,-92.2928,541.365,-48.8981,541.177,-48.893,544.206,-57.8438,528.021,-57.9274,0,0,540.315,-60.3759,542.323,-40.1582,542.323,-40.1582,545.307,-79.8697,544.753,-79.8593,542.401,-72.8771,542.29,-72.9309,534.812,-78.0659,533.93,-77.9082,544.709,-92.556,544.748,-92.5467,541.339,-81.2444,541.016,-81.2253,541.732,-59.2695,542.72,-59.2997,533.427,-76.6282,533.64,-76.6527,0,0,0,0,538.759,-78.9393,538.063,-78.9342,541.258,-69.7471,541.75,-69.7516,542.949,-86.6945,0,0,540.776,-57.9134,540.744,-57.9275
0.2,0,0,0,0,542.381,-84.9435,542.844,-84.9616,541.129,-75.2676,540.281,-75.0872,544.42,-92.3795,544.425,-92.3932,541.371,-49.002,541.18,-48.9905,544.209,-57.9463,528.048,-58.029,0,0,540.323,-60.4767,542.336,-40.2589,542.336,-40.2589,545.276,-79.9662,544.764,-79.9567,542.424,-72.9783,542.314,-73.0321,534.794,-78.1651,533.952,-78.0084,544.707,-92.6518,544.748,-92.647,541.33,-81.3416,541.007,-81.3225,541.737,-59.3763,542.748,-59.4023,533.428,-76.7286,533.641,-76.7531,0,0,0,0,538.756,-79.0378,538.051,-79.0373,541.284,-69.8458,541.776,-69.8502,542.938,-86.7951,0,0,540.78,-58.0165,540.748,-58.0306
0.216667,0,0,0,0,542.384,-85.0445,542.851,-85.058,541.097,-75.371,540.299,-75.1875,544.417,-92.4799,544.423,-92.4935,541.408,-49.1025,541.188,-49.0944,544.237,-58.0449,528.04,-58.1281,0,0,540.333,-60.5775,542.321,-40.3562,542.349,-40.3597,545.281,-80.0679,544.727,-80.0577,542.407,-73.0782,542.297,-73.132,534.82,-78.2652,533.933,-78.1077,544.709,-92.7521,544.75,-92.7473,541.315,-81.4434,541.035,-81.425,541.75,-59.4729,542.74,-59.5027,533.431,-76.829,533.644,-76.8535,0,0,0,0,538.746,-79.1407,538.091,-79.1368,541.297,-69.9488,541.748,-69.9516,542.929,-86.8957,0,0,540.786,-58.1196,540.754,-58.1337
