2013,5,13,20,53,0
Time,Allston North Bus Pos Seq Mag,Allston North Bus Pos Seq Ang,Allston South Bus Pos Seq Mag,Allston South Bus Pos Seq Ang,Alvey Dixonville Line Pos Seq Mag,Alvey Dixonville Line Pos Seq Ang,Alvey Marion Line Pos Seq Mag,Alvey Marion Line Pos Seq Ang,Big Eddy West Bus Pos Seq Mag,Big Eddy West Bus Pos Seq Ang,Big Eddy East Bus Pos Seq Mag,Big Eddy East Bus Pos Seq Ang,Captain Jack West Bus Pos Seq Mag,Captain Jack West Bus Pos Seq Ang,Captain Jack East Bus Pos Seq Mag,Captain Jack East Bus Pos Seq Ang,Central Ferry West Bus Pos Seq Mag,Central Ferry West Bus Pos Seq Ang,Central Ferry East Bus Pos Seq Mag,Central Ferry East Bus Pos Seq Ang,Custer North Bus Pos Seq Mag,Custer North Bus Pos Seq Ang,Custer South Bus Pos Seq Mag,Custer South Bus Pos Seq Ang,Echo Lake North Bus Pos Seq Mag,Echo Lake North Bus Pos Seq Ang,Echo Lake South Bus Pos Seq Mag,Echo Lake South Bus Pos Seq Ang,Garrison West Bus Pos Seq Mag,Garrison West Bus Pos Seq Ang,Garrison East Bus Pos Seq Mag,Garrison East Bus Pos Seq Ang,Grizzly North Bus Pos Seq Mag,Grizzly North Bus Pos Seq Ang,Grizzly South Bus Pos Seq Mag,Grizzly South Bus Pos Seq Ang,John Day West Bus Pos Seq Mag,John Day West Bus Pos Seq Ang,John Day East Bus Pos Seq Mag,John Day East Bus Pos Seq Ang,Keeler West Bus Pos Seq Mag,Keeler West Bus Pos Seq Ang,Keeler Allston Line Pos Seq Mag,Keeler Allston Line Pos Seq Ang,Malin North Bus Pos Seq Mag,Malin North Bus Pos Seq Ang,Malin South Bus Pos Seq Mag,Malin South Bus Pos Seq Ang,Marion North Bus Pos Seq Mag,Marion North Bus Pos Seq Ang,Marion South Bus Pos Seq Mag,Marion South Bus Pos Seq Ang,Monroe North Bus Pos Seq Mag,Monroe North Bus Pos Seq Ang,Monroe South Bus Pos Seq Mag,Monroe South Bus Pos Seq Ang,Ostrander West Bus Pos Seq Mag,Ostrander West Bus Pos Seq Ang,Ostrander East Bus Pos Seq Mag,Ostrander East Bus Pos Seq Ang,Paul North Bus Pos Seq Mag,Paul North Bus Pos Seq Ang,Paul South Bus Pos Seq Mag,Paul South Bus Pos Seq Ang,Pearl West Bus Pos Seq Mag,Pearl West Bus Pos Seq Ang,Pearl East Bus Pos Seq Mag,Pearl East Bus Pos Seq Ang,Rock Creek West Bus Pos Seq Mag,Rock Creek West Pos Seq Ang,Rock Creek Wautoma Line Pos Seq Mag,Rock Creek Wautoma Line Pos Seq Ang,Summer Lake Grizzly Line Pos Seq Mag,Summer Lake Grizzly Line Pos Seq Ang,Summer Lake Hemingway Line Pos Seq Mag,Summer Lake Hemingway Line Pos Seq Ang,Wautoma West Bus Pos Seq Mag,Wautoma West Bus Pos Seq Ang,Wautoma East Bus Pos Seq Mag,Wautoma East Bus Pos Seq Ang
0,0,0,0,0,542.222,-123.707,542.666,-123.719,541.162,-114.024,540.349,-113.841,543.781,-131.31,543.773,-131.323,541.472,-87.8552,541.257,-87.8497,544.877,-96.9471,528.665,-97.0383,0,0,540.551,-99.3401,542.762,-79.236,542.762,-79.236,544.916,-118.797,544.37,-118.787,542.275,-111.747,542.21,-111.804,534.999,-116.801,534.124,-116.646,544.05,-131.583,544.086,-131.574,541.273,-120.068,540.972,-120.05,542.111,-98.2803,543.116,-98.311,533.653,-115.399,533.882,-115.418,0,0,0,0,538.948,-117.671,538.251,-117.668,541.193,-108.607,541.673,-108.615,542.419,-125.65,0,0,540.932,-96.8548,540.862,-96.8696
0.0166667,0,0,0,0,542.187,-123.825,542.656,-123.841,541.173,-114.139,540.317,-113.958,543.74,-131.429,543.732,-131.442,541.474,-87.9744,541.26,-87.969,544.837,-97.0623,528.665,-97.1518,0,0,540.557,-99.4563,542.747,-79.3427,542.739,-79.3472,544.904,-118.918,544.357,-118.908,542.259,-111.866,542.195,-111.923,534.986,-116.922,534.146,-116.764,544.014,-131.702,544.046,-131.699,541.265,-120.186,540.962,-120.167,542.096,-98.3961,543.102,-98.4266,533.651,-115.517,533.841,-115.538,0,0,0,0,538.932,-117.786,538.234,-117.783,541.171,-108.729,541.677,-108.73,542.388,-125.771,0,0,540.896,-96.9754,540.863,-96.9851
0.0333333,0,0,0,0,542.215,-123.944,542.624,-123.959,541.164,-114.26,540.345,-114.078,543.73,-131.552,543.723,-131.565,541.479,-88.0936,541.264,-88.0883,544.842,-97.177,528.629,-97.2705,0,0,540.53,-99.5778,542.691,-79.4486,542.726,-79.4539,544.894,-119.038,544.347,-119.028,542.285,-111.983,542.183,-112.042,534.974,-117.042,534.131,-116.885,544.009,-131.825,544.042,-131.822,541.28,-120.307,540.977,-120.288,542.084,-98.512,543.09,-98.5423,533.651,-115.636,533.842,-115.657,0,0,0,0,538.938,-117.905,538.24,-117.903,541.177,-108.845,541.657,-108.852,542.358,-125.892,0,0,540.9,-97.0909,540.873,-97.1051
0.05,0,0,0,0,542.21,-124.066,542.619,-124.081,541.198,-114.379,540.335,-114.199,543.722,-131.675,543.715,-131.688,541.486,-88.2128,541.271,-88.2075,544.844,-97.2871,528.633,-97.3841,0,0,540.54,-99.694,542.672,-79.5598,542.707,-79.5651,544.907,-119.162,544.361,-119.152,542.29,-112.106,542.189,-112.165,534.966,-117.162,534.12,-117.005,544.007,-131.948,544.039,-131.945,541.26,-120.43,540.995,-120.409,542.081,-98.6324,543.088,-98.6625,533.673,-115.758,533.863,-115.779,0,0,0,0,538.946,-118.025,538.268,-118.027,541.16,-108.967,541.639,-108.974,542.357,-126.016,0,0,540.911,-97.2109,540.841,-97.2257
0.0666667,0,0,0,0,542.206,-124.188,542.652,-124.2,541.212,-114.504,540.385,-114.322,543.717,-131.798,543.71,-131.811,541.495,-88.332,541.28,-88.3268,544.81,-97.4024,528.633,-97.4929,0,0,540.553,-99.8102,542.648,-79.6755,542.648,-79.6755,544.902,-119.282,544.355,-119.273,542.298,-112.23,542.181,-112.284,534.998,-117.281,534.11,-117.126,544.008,-132.071,544.04,-132.068,541.281,-120.551,540.955,-120.529,542.073,-98.7482,543.08,-98.7781,533.638,-115.879,533.888,-115.902,0,0,0,0,538.977,-118.148,538.279,-118.146,541.199,-109.092,541.665,-109.094,542.358,-126.141,0,0,540.924,-97.331,540.855,-97.3458
0.0833333,0,0,0,0,542.241,-124.307,542.651,-124.322,541.211,-114.625,540.38,-114.444,543.715,-131.92,543.74,-131.93,541.507,-88.4512,541.292,-88.446,544.822,-97.517,528.64,-97.6064,0,0,540.568,-99.9264,542.583,-79.7905,542.625,-79.7913,544.9,-119.403,544.352,-119.393,542.308,-112.353,542.192,-112.407,534.993,-117.401,534.141,-117.244,544.011,-132.193,544.014,-132.187,541.281,-120.668,541.015,-120.648,542.068,-98.8641,543.076,-98.8938,533.665,-116.002,533.896,-116.021,0,0,0,0,538.951,-118.27,538.291,-118.266,541.186,-109.213,541.652,-109.216,542.396,-126.262,0,0,540.94,-97.451,540.871,-97.4658
0.1,0,0,0,0,542.219,-124.425,542.689,-124.441,541.252,-114.744,540.417,-114.563,543.747,-132.04,543.74,-132.053,541.477,-88.5749,541.262,-88.5652,544.83,-97.6271,528.607,-97.7206,0,0,540.542,-100.043,542.57,-79.9017,542.605,-79.907,544.937,-119.521,544.39,-119.511,542.344,-112.47,542.229,-112.524,534.992,-117.521,534.136,-117.365,544.016,-132.316,544.051,-132.307,541.306,-120.789,541.017,-120.765,542.064,-98.98,543.073,-99.0094,533.674,-116.12,533.906,-116.139,0,0,0,0,538.946,-118.385,538.306,-118.385,541.202,-109.329,541.682,-109.336,542.377,-126.383,0,0,540.916,-97.5716,540.884,-97.5813
0.116667,0,0,0,0,542.234,-124.54,542.704,-124.556,541.237,-114.861,540.399,-114.68,543.749,-132.163,543.743,-132.176,541.493,-88.6941,541.279,-88.6844,544.798,-97.7379,528.613,-97.8294,0,0,540.562,-100.16,542.559,-80.0129,542.552,-80.0174,544.939,-119.641,544.392,-119.632,542.342,-112.589,542.229,-112.643,535.031,-117.639,534.152,-117.479,543.995,-132.435,544.059,-132.429,541.311,-120.906,541.007,-120.888,542.057,-99.0914,543.108,-99.1199,533.667,-116.234,533.918,-116.257,0,0,0,0,538.963,-118.505,538.303,-118.501,541.194,-109.451,541.715,-109.456,542.394,-126.501,0,0,540.931,-97.6871,540.862,-97.702
0.133333,0,0,0,0,542.24,-124.662,542.686,-124.674,541.264,-114.976,540.441,-114.799,543.725,-132.282,543.719,-132.295,541.469,-88.8132,541.254,-88.8036,544.81,-97.848,528.627,-97.9429,0,0,540.576,-100.271,542.543,-80.1287,542.543,-80.1287,544.944,-119.761,544.396,-119.752,542.326,-112.704,542.23,-112.762,535.013,-117.756,534.152,-117.6,544.005,-132.558,544.04,-132.549,541.319,-121.023,541.014,-121.005,542.1,-99.2065,543.11,-99.2355,533.681,-116.353,533.874,-116.374,0,0,0,0,538.962,-118.62,538.302,-118.616,541.214,-109.567,541.695,-109.573,542.38,-126.622,0,0,540.948,-97.8026,540.88,-97.8174
0.15,0,0,0,0,542.224,-124.78,542.671,-124.792,541.272,-115.097,540.427,-114.916,543.732,-132.405,543.726,-132.418,541.491,-88.9278,541.275,-88.9228,544.824,-97.9582,528.637,-98.0518,0,0,540.599,-100.387,542.537,-80.24,542.529,-80.2445,544.929,-119.878,544.381,-119.869,542.328,-112.823,542.234,-112.881,534.998,-117.872,534.134,-117.716,543.989,-132.677,544.021,-132.674,541.292,-121.143,541.024,-121.123,542.097,-99.3179,543.107,-99.3467,533.679,-116.467,533.891,-116.492,0,0,0,0,538.926,-118.738,538.286,-118.738,541.196,-109.685,541.677,-109.691,542.367,-126.743,0,0,540.93,-97.9232,540.9,-97.9329
