2013,6,26,2,6,0
Time,Allston North Bus Pos Seq Mag,Allston North Bus Pos Seq Ang,Allston South Bus Pos Seq Mag,Allston South Bus Pos Seq Ang,Alvey Dixonville Line Pos Seq Mag,Alvey Dixonville Line Pos Seq Ang,Alvey Marion Line Pos Seq Mag,Alvey Marion Line Pos Seq Ang,Big Eddy West Bus Pos Seq Mag,Big Eddy West Bus Pos Seq Ang,Big Eddy East Bus Pos Seq Mag,Big Eddy East Bus Pos Seq Ang,Captain Jack West Bus Pos Seq Mag,Captain Jack West Bus Pos Seq Ang,Captain Jack East Bus Pos Seq Mag,Captain Jack East Bus Pos Seq Ang,Central Ferry West Bus Pos Seq Mag,Central Ferry West Bus Pos Seq Ang,Central Ferry East Bus Pos Seq Mag,Central Ferry East Bus Pos Seq Ang,Custer North Bus Pos Seq Mag,Custer North Bus Pos Seq Ang,Custer South Bus Pos Seq Mag,Custer South Bus Pos Seq Ang,Echo Lake North Bus Pos Seq Mag,Echo Lake North Bus Pos Seq Ang,Echo Lake South Bus Pos Seq Mag,Echo Lake South Bus Pos Seq Ang,Garrison West Bus Pos Seq Mag,Garrison West Bus Pos Seq Ang,Garrison East Bus Pos Seq Mag,Garrison East Bus Pos Seq Ang,Grizzly North Bus Pos Seq Mag,Grizzly North Bus Pos Seq Ang,Grizzly South Bus Pos Seq Mag,Grizzly South Bus Pos Seq Ang,John Day West Bus Pos Seq Mag,John Day West Bus Pos Seq Ang,John Day East Bus Pos Seq Mag,John Day East Bus Pos Seq Ang,Keeler West Bus Pos Seq Mag,Keeler West Bus Pos Seq Ang,Keeler Allston Line Pos Seq Mag,Keeler Allston Line Pos Seq Ang,Malin North Bus Pos Seq Mag,Malin North Bus Pos Seq Ang,Malin South Bus Pos Seq Mag,Malin South Bus Pos Seq Ang,Marion North Bus Pos Seq Mag,Marion North Bus Pos Seq Ang,Marion South Bus Pos Seq Mag,Marion South Bus Pos Seq Ang,Monroe North Bus Pos Seq Mag,Monroe North Bus Pos Seq Ang,Monroe South Bus Pos Seq Mag,Monroe South Bus Pos Seq Ang,Ostrander West Bus Pos Seq Mag,Ostrander West Bus Pos Seq Ang,Ostrander East Bus Pos Seq Mag,Ostrander East Bus Pos Seq Ang,Paul North Bus Pos Seq Mag,Paul North Bus Pos Seq Ang,Paul South Bus Pos Seq Mag,Paul South Bus Pos Seq Ang,Pearl West Bus Pos Seq Mag,Pearl West Bus Pos Seq Ang,Pearl East Bus Pos Seq Mag,Pearl East Bus Pos Seq Ang,Rock Creek West Bus Pos Seq Mag,Rock Creek West Pos Seq Ang,Rock Creek Wautoma Line Pos Seq Mag,Rock Creek Wautoma Line Pos Seq Ang,Summer Lake Grizzly Line Pos Seq Mag,Summer Lake Grizzly Line Pos Seq Ang,Summer Lake Hemingway Line Pos Seq Mag,Summer Lake Hemingway Line Pos Seq Ang,Wautoma West Bus Pos Seq Mag,Wautoma West Bus Pos Seq Ang,Wautoma East Bus Pos Seq Mag,Wautoma East Bus Pos Seq Ang
0,538.251,142.837,539.091,142.818,551.31,131.545,551.717,131.532,543.341,139.363,542.487,139.539,546.253,123.987,546.144,123.979,545.62,155.522,545.448,155.529,549.815,147.175,533.311,147.083,540.489,152.176,540.372,152.18,549.409,173.933,549.457,173.929,538.724,133.684,545.889,133.557,543.725,140.866,543.484,140.84,535.425,138.823,534.576,138.984,545.491,123.844,545.443,123.853,548.689,134.789,548.352,134.811,541.295,151.044,542.312,151.02,535.894,138.885,536.041,138.875,542.513,146.132,542.718,146.108,538.011,137.956,537.4,137.959,543.187,143.424,543.706,143.419,545.765,128.499,0,0,542.883,153.715,542.843,153.703
0.0166667,538.274,142.902,539.115,142.883,551.306,131.606,551.774,131.593,543.355,139.424,542.503,139.6,546.232,124.049,546.159,124.038,545.641,155.583,545.43,155.588,549.811,147.234,533.294,147.137,540.497,152.234,540.38,152.238,549.393,173.992,549.441,173.988,538.711,133.743,545.875,133.615,543.755,140.928,543.513,140.901,535.438,138.892,534.624,139.056,545.468,123.906,545.421,123.915,548.688,134.853,548.381,134.872,541.271,151.106,542.309,151.077,535.908,138.954,536.054,138.943,542.535,146.195,542.74,146.17,538.046,138.027,537.435,138.031,543.207,143.483,543.701,143.481,545.79,128.561,0,0,542.886,153.776,542.846,153.764
0.0333333,538.263,142.965,539.104,142.946,551.331,131.67,551.738,131.656,543.336,139.483,542.458,139.662,546.248,124.108,546.139,124.1,545.642,155.638,545.413,155.647,549.832,147.289,533.291,147.198,540.505,152.291,540.388,152.295,549.378,174.051,549.425,174.047,538.699,133.801,545.861,133.679,543.724,140.99,543.509,140.96,535.39,138.961,534.606,139.122,545.483,123.965,545.435,123.974,548.717,134.914,548.38,134.936,541.306,151.165,542.306,151.135,535.889,139.02,536.035,139.009,542.522,146.254,542.727,146.23,537.989,138.096,537.378,138.1,543.203,143.545,543.722,143.54,545.756,128.622,0,0,542.851,153.836,542.811,153.823
0.05,538.184,143.022,539.024,143.003,551.267,131.73,551.706,131.713,543.319,139.541,542.409,139.718,546.204,124.166,546.155,124.159,545.625,155.697,545.396,155.706,549.83,147.347,533.311,147.254,540.514,152.349,540.377,152.357,549.363,174.11,549.406,174.11,538.657,133.863,545.848,133.737,543.687,141.045,543.506,141.018,535.27,139.012,534.426,139.173,545.462,124.027,545.414,124.036,548.655,134.971,548.349,134.997,541.304,151.223,542.283,151.196,535.74,139.074,535.948,139.062,542.474,146.311,542.678,146.287,537.829,138.143,537.217,138.146,543.164,143.604,543.683,143.599,545.756,128.68,0,0,542.874,153.893,542.815,153.885
0.0666667,538.114,143.063,538.954,143.044,551.268,131.784,551.707,131.768,543.264,139.59,542.389,139.77,546.221,124.225,546.148,124.214,545.609,155.756,545.397,155.761,549.792,147.404,533.272,147.313,540.485,152.404,540.348,152.412,549.348,174.169,549.391,174.169,538.677,133.919,545.807,133.791,543.678,141.097,543.436,141.071,535.169,139.045,534.354,139.203,545.453,124.082,545.406,124.091,548.624,135,548.318,135.026,541.265,151.278,542.281,151.253,535.673,139.11,535.852,139.102,542.378,146.359,542.606,146.331,537.752,138.173,537.112,138.18,543.116,143.657,543.635,143.652,545.729,128.735,0,0,542.82,153.946,542.761,153.938
0.0833333,538.14,143.105,538.98,143.086,551.273,131.832,551.74,131.819,543.275,139.645,542.397,139.818,546.25,124.278,546.141,124.27,545.611,155.811,545.4,155.816,549.791,147.463,533.257,147.367,540.456,152.46,540.339,152.464,549.377,174.228,549.377,174.228,538.668,133.971,545.826,133.846,543.669,141.149,543.427,141.123,535.223,139.081,534.381,139.242,545.445,124.138,545.422,124.151,548.655,135.054,548.319,135.077,541.264,151.335,542.243,151.308,535.699,139.15,535.878,139.142,542.403,146.405,542.607,146.381,537.802,138.208,537.19,138.212,543.13,143.709,543.649,143.704,545.73,128.793,0,0,542.806,154.001,542.766,153.989
0.1,538.148,143.158,538.988,143.138,551.304,131.89,551.742,131.873,543.287,139.7,542.443,139.876,546.268,124.338,546.159,124.329,545.613,155.866,545.402,155.871,549.754,147.519,533.256,147.427,540.428,152.515,540.311,152.519,549.364,174.287,549.364,174.287,538.659,134.029,545.847,133.901,543.668,141.208,543.452,141.178,535.258,139.133,534.418,139.294,545.498,124.195,545.415,124.206,548.656,135.112,548.35,135.131,541.226,151.391,542.242,151.366,535.735,139.202,535.914,139.194,542.404,146.455,542.607,146.43,537.862,138.263,537.25,138.267,543.143,143.761,543.637,143.76,545.766,128.849,0,0,542.811,154.052,542.752,154.044
0.116667,538.106,143.218,538.945,143.198,551.304,131.95,551.742,131.933,543.304,139.762,542.402,139.939,546.251,124.399,546.178,124.388,545.599,155.925,545.388,155.93,549.755,147.578,533.255,147.488,540.439,152.573,540.264,152.579,549.347,174.35,549.352,174.346,538.68,134.091,545.867,133.962,543.701,141.269,543.484,141.239,535.214,139.203,534.375,139.364,545.479,124.256,545.432,124.265,548.688,135.173,548.352,135.195,541.226,151.448,542.242,151.423,535.691,139.271,535.837,139.26,542.37,146.518,542.597,146.49,537.746,138.333,537.134,138.337,543.142,143.824,543.661,143.818,545.768,128.907,0,0,542.817,154.114,542.777,154.101
0.133333,538.037,143.281,538.851,143.265,551.242,132.01,551.709,131.997,543.261,139.824,542.422,140,546.246,124.455,546.137,124.446,545.585,155.984,545.374,155.989,549.755,147.637,533.255,147.549,540.392,152.632,540.276,152.636,549.335,174.409,549.383,174.405,538.671,134.15,545.826,134.023,543.639,141.328,543.457,141.301,535.076,139.269,534.238,139.431,545.497,124.316,545.414,124.327,548.66,135.233,548.324,135.256,541.206,151.51,542.222,151.484,535.586,139.341,535.732,139.33,542.3,146.579,542.527,146.551,537.602,138.406,536.991,138.409,543.105,143.883,543.624,143.878,545.737,128.968,0,0,542.767,154.177,542.726,154.165
0.15,538.022,143.338,538.835,143.322,551.275,132.068,551.713,132.051,543.247,139.882,542.409,140.059,546.23,124.516,546.156,124.505,545.589,156.039,545.36,156.048,549.757,147.696,533.279,147.606,540.404,152.69,540.268,152.698,549.32,174.472,549.367,174.468,538.664,134.209,545.817,134.081,543.639,141.387,543.423,141.357,535.056,139.329,534.22,139.49,545.455,124.374,545.408,124.383,548.631,135.288,548.326,135.314,541.208,151.567,542.223,151.542,535.563,139.394,535.741,139.386,542.315,146.635,542.482,146.608,537.574,138.465,536.93,138.465,543.13,143.941,543.624,143.94,545.74,129.026,0,0,542.793,154.234,542.753,154.222
