2013,6,26,2,7,0
Time,Allston North Bus Pos Seq Mag,Allston North Bus Pos Seq Ang,Allston South Bus Pos Seq Mag,Allston South Bus Pos Seq Ang,Alvey Dixonville Line Pos Seq Mag,Alvey Dixonville Line Pos Seq Ang,Alvey Marion Line Pos Seq Mag,Alvey Marion Line Pos Seq Ang,Big Eddy West Bus Pos Seq Mag,Big Eddy West Bus Pos Seq Ang,Big Eddy East Bus Pos Seq Mag,Big Eddy East Bus Pos Seq Ang,Captain Jack West Bus Pos Seq Mag,Captain Jack West Bus Pos Seq Ang,Captain Jack East Bus Pos Seq Mag,Captain Jack East Bus Pos Seq Ang,Central Ferry West Bus Pos Seq Mag,Central Ferry West Bus Pos Seq Ang,Central Ferry East Bus Pos Seq Mag,Central Ferry East Bus Pos Seq Ang,Custer North Bus Pos Seq Mag,Custer North Bus Pos Seq Ang,Custer South Bus Pos Seq Mag,Custer South Bus Pos Seq Ang,Echo Lake North Bus Pos Seq Mag,Echo Lake North Bus Pos Seq Ang,Echo Lake South Bus Pos Seq Mag,Echo Lake South Bus Pos Seq Ang,Garrison West Bus Pos Seq Mag,Garrison West Bus Pos Seq Ang,Garrison East Bus Pos Seq Mag,Garrison East Bus Pos Seq Ang,Grizzly North Bus Pos Seq Mag,Grizzly North Bus Pos Seq Ang,Grizzly South Bus Pos Seq Mag,Grizzly South Bus Pos Seq Ang,John Day West Bus Pos Seq Mag,John Day West Bus Pos Seq Ang,John Day East Bus Pos Seq Mag,John Day East Bus Pos Seq Ang,Keeler West Bus Pos Seq Mag,Keeler West Bus Pos Seq Ang,Keeler Allston Line Pos Seq Mag,Keeler Allston Line Pos Seq Ang,Malin North Bus Pos Seq Mag,Malin North Bus Pos Seq Ang,Malin South Bus Pos Seq Mag,Malin South Bus Pos Seq Ang,Marion North Bus Pos Seq Mag,Marion North Bus Pos Seq Ang,Marion South Bus Pos Seq Mag,Marion South Bus Pos Seq Ang,Monroe North Bus Pos Seq Mag,Monroe North Bus Pos Seq Ang,Monroe South Bus Pos Seq Mag,Monroe South Bus Pos Seq Ang,Ostrander West Bus Pos Seq Mag,Ostrander West Bus Pos Seq Ang,Ostrander East Bus Pos Seq Mag,Ostrander East Bus Pos Seq Ang,Paul North Bus Pos Seq Mag,Paul North Bus Pos Seq Ang,Paul South Bus Pos Seq Mag,Paul South Bus Pos Seq Ang,Pearl West Bus Pos Seq Mag,Pearl West Bus Pos Seq Ang,Pearl East Bus Pos Seq Mag,Pearl East Bus Pos Seq Ang,Rock Creek West Bus Pos Seq Mag,Rock Creek West Pos Seq Ang,Rock Creek Wautoma Line Pos Seq Mag,Rock Creek Wautoma Line Pos Seq Ang,Summer Lake Grizzly Line Pos Seq Mag,Summer Lake Grizzly Line Pos Seq Ang,Summer Lake Hemingway Line Pos Seq Mag,Summer Lake Hemingway Line Pos Seq Ang,Wautoma West Bus Pos Seq Mag,Wautoma West Bus Pos Seq Ang,Wautoma East Bus Pos Seq Mag,Wautoma East Bus Pos Seq Ang
0,539.809,146.222,540.65,146.204,551.201,134.771,551.63,134.758,543.452,142.628,542.565,142.804,545.858,127.043,545.745,127.034,545.685,158.835,545.477,158.841,550.181,150.348,533.665,150.259,541.273,155.614,541.101,155.621,549.411,177.204,549.454,177.204,538.495,136.851,545.655,136.72,543.832,144.119,543.603,144.09,535.748,142.16,534.954,142.323,545.094,126.898,545.016,126.91,548.651,138.02,548.323,138.038,541.851,154.41,542.834,154.383,535.855,142.199,536.029,142.19,543.634,149.532,543.862,149.509,538.04,141.276,537.425,141.277,543.268,146.706,543.772,146.709,545.459,131.586,0,0,543.012,157.089,542.966,157.077
0.0166667,539.868,146.27,540.733,146.249,551.199,134.822,551.659,134.806,543.448,142.674,542.597,142.852,545.86,127.088,545.747,127.08,545.691,158.884,545.482,158.89,550.171,150.404,533.638,150.31,541.252,155.664,541.12,155.673,549.388,177.253,549.431,177.254,538.509,136.896,545.639,136.769,543.84,144.165,543.61,144.136,535.862,142.205,535.035,142.365,545.094,126.944,545.016,126.955,548.674,138.065,548.317,138.086,541.859,154.461,542.842,154.434,535.909,142.244,536.11,142.231,543.66,149.581,543.888,149.558,538.175,141.317,537.533,141.321,543.271,146.756,543.763,146.752,545.463,131.634,0,0,543.003,157.138,542.957,157.126
0.0333333,539.976,146.328,540.805,146.304,551.228,134.87,551.688,134.854,543.488,142.728,542.63,142.901,545.862,127.134,545.749,127.125,545.697,158.933,545.488,158.939,550.184,150.457,533.65,150.365,541.293,155.721,541.139,155.724,549.407,177.308,549.452,177.303,538.494,136.945,545.684,136.817,543.858,144.217,543.628,144.188,536,142.269,535.174,142.429,545.06,126.992,545.017,127.001,548.701,138.116,548.344,138.137,541.849,154.516,542.833,154.49,536.073,142.304,536.214,142.293,543.762,149.635,543.952,149.61,538.304,141.381,537.688,141.382,543.275,146.805,543.803,146.803,545.466,131.682,0,0,543.034,157.189,543.028,157.179
0.05,540.001,146.39,540.841,146.372,551.258,134.924,551.687,134.911,543.493,142.78,542.645,142.959,545.855,127.185,545.742,127.177,545.728,158.988,545.519,158.994,550.175,150.514,533.64,150.423,541.295,155.776,541.141,155.779,549.426,177.362,549.428,177.357,538.511,136.997,545.67,136.871,543.911,144.271,543.681,144.243,536.052,142.338,535.228,142.498,545.087,127.041,545.044,127.05,548.699,138.17,548.374,138.194,541.84,154.572,542.823,154.545,536.091,142.37,536.265,142.361,543.783,149.694,543.973,149.669,538.379,141.452,537.737,141.457,543.292,146.861,543.82,146.859,545.471,131.731,0,0,543.049,157.244,543.043,157.234
0.0666667,539.954,146.448,540.794,146.43,551.227,134.978,551.686,134.962,543.473,142.836,542.627,143.015,545.823,127.234,545.719,127.219,545.719,159.041,545.495,159.052,550.129,150.568,533.615,150.475,541.257,155.83,541.143,155.835,549.402,177.416,549.447,177.412,538.496,137.046,545.655,136.92,543.87,144.324,543.639,144.296,535.932,142.392,535.144,142.555,545.054,127.089,545.011,127.098,548.665,138.222,548.341,138.246,541.831,154.627,542.814,154.6,536.033,142.424,536.207,142.415,543.745,149.755,543.957,149.726,538.252,141.506,537.643,141.514,543.273,146.914,543.801,146.912,545.414,131.779,0,0,543.008,157.302,543.002,157.292
0.0833333,539.883,146.492,540.723,146.474,551.196,135,551.625,135.006,543.445,142.885,542.565,143.062,545.766,127.278,545.687,127.267,545.71,159.094,545.487,159.105,550.084,150.622,533.569,150.531,541.26,155.885,541.106,155.888,549.422,177.47,549.424,177.466,538.482,137.095,545.61,136.971,543.818,144.371,543.587,144.342,535.858,142.433,535.037,142.593,545.03,127.131,544.979,127.147,548.66,138.27,548.336,138.294,541.823,154.682,542.806,154.655,535.959,142.464,536.133,142.455,543.699,149.8,543.889,149.775,538.172,141.547,537.556,141.548,543.218,146.965,543.746,146.963,545.39,131.824,0,0,543.001,157.351,542.955,157.339
0.1,539.872,146.536,540.712,146.517,551.166,135.041,551.595,135.029,543.408,142.928,542.565,143.107,545.769,127.324,545.69,127.313,545.662,159.146,545.454,159.152,550.098,150.675,533.582,150.585,541.242,155.935,541.127,155.939,549.401,177.52,549.447,177.516,538.437,137.141,545.593,137.013,543.803,144.42,543.597,144.388,535.811,142.47,534.99,142.63,544.998,127.179,544.955,127.189,548.624,138.315,548.329,138.336,541.795,154.731,542.816,154.706,535.919,142.508,536.086,142.492,543.69,149.847,543.88,149.822,538.119,141.584,537.504,141.585,543.247,147.01,543.739,147.006,545.367,131.869,0,0,542.995,157.4,542.948,157.388
0.116667,539.874,146.585,540.714,146.567,551.167,135.092,551.626,135.076,543.407,142.974,542.591,143.149,545.773,127.369,545.694,127.358,545.67,159.195,545.462,159.201,550.13,150.733,533.596,150.639,541.263,155.986,541.149,155.99,549.381,177.57,549.426,177.565,538.453,137.187,545.608,137.058,543.813,144.466,543.581,144.437,535.84,142.519,535.021,142.679,544.974,127.221,544.957,127.234,548.649,138.359,548.293,138.381,541.806,154.783,542.827,154.758,535.941,142.551,536.115,142.541,543.66,149.898,543.887,149.875,538.134,141.626,537.492,141.631,543.217,147.057,543.745,147.055,545.372,131.917,0,0,542.988,157.449,542.942,157.437
0.133333,539.949,146.64,540.789,146.622,551.198,135.14,551.657,135.124,543.475,143.025,542.6,143.201,545.777,127.414,545.698,127.404,545.678,159.244,545.47,159.25,550.124,150.79,533.611,150.693,541.285,156.037,541.153,156.046,549.404,177.62,549.406,177.615,538.472,137.239,545.626,137.11,543.858,144.514,543.626,144.486,535.974,142.576,535.156,142.737,545.003,127.27,544.96,127.28,548.645,138.407,548.351,138.428,541.838,154.84,542.82,154.813,536.014,142.609,536.188,142.6,543.764,149.952,543.954,149.926,538.266,141.69,537.651,141.691,543.26,147.109,543.751,147.105,545.378,131.965,0,0,543.022,157.5,542.976,157.488
0.15,540.013,146.705,540.853,146.687,551.2,135.191,551.658,135.175,543.518,143.08,542.644,143.256,545.773,127.466,545.694,127.455,545.687,159.293,545.479,159.299,550.139,150.842,533.604,150.752,541.329,156.094,541.157,156.101,549.387,177.665,549.432,177.66,538.46,137.288,545.644,137.161,543.879,144.566,543.647,144.538,536.063,142.648,535.247,142.808,545.006,127.316,544.956,127.332,548.646,138.462,548.351,138.483,541.871,154.897,542.853,154.87,536.13,142.677,536.269,142.665,543.789,150.011,544.015,149.988,538.379,141.764,537.764,141.765,543.303,147.161,543.794,147.156,545.385,132.014,0,0,543.04,157.555,542.994,157.544
