2013,6,26,1,57,0
Time,Allston North Bus Pos Seq Mag,Allston North Bus Pos Seq Ang,Allston South Bus Pos Seq Mag,Allston South Bus Pos Seq Ang,Alvey Dixonville Line Pos Seq Mag,Alvey Dixonville Line Pos Seq Ang,Alvey Marion Line Pos Seq Mag,Alvey Marion Line Pos Seq Ang,Big Eddy West Bus Pos Seq Mag,Big Eddy West Bus Pos Seq Ang,Big Eddy East Bus Pos Seq Mag,Big Eddy East Bus Pos Seq Ang,Captain Jack West Bus Pos Seq Mag,Captain Jack West Bus Pos Seq Ang,Captain Jack East Bus Pos Seq Mag,Captain Jack East Bus Pos Seq Ang,Central Ferry West Bus Pos Seq Mag,Central Ferry West Bus Pos Seq Ang,Central Ferry East Bus Pos Seq Mag,Central Ferry East Bus Pos Seq Ang,Custer North Bus Pos Seq Mag,Custer North Bus Pos Seq Ang,Custer South Bus Pos Seq Mag,Custer South Bus Pos Seq Ang,Echo Lake North Bus Pos Seq Mag,Echo Lake North Bus Pos Seq Ang,Echo Lake South Bus Pos Seq Mag,Echo Lake South Bus Pos Seq Ang,Garrison West Bus Pos Seq Mag,Garrison West Bus Pos Seq Ang,Garrison East Bus Pos Seq Mag,Garrison East Bus Pos Seq Ang,Grizzly North Bus Pos Seq Mag,Grizzly North Bus Pos Seq Ang,Grizzly South Bus Pos Seq Mag,Grizzly South Bus Pos Seq Ang,John Day West Bus Pos Seq Mag,John Day West Bus Pos Seq Ang,John Day East Bus Pos Seq Mag,John Day East Bus Pos Seq Ang,Keeler West Bus Pos Seq Mag,Keeler West Bus Pos Seq Ang,Keeler Allston Line Pos Seq Mag,Keeler Allston Line Pos Seq Ang,Malin North Bus Pos Seq Mag,Malin North Bus Pos Seq Ang,Malin South Bus Pos Seq Mag,Malin South Bus Pos Seq Ang,Marion North Bus Pos Seq Mag,Marion North Bus Pos Seq Ang,Marion South Bus Pos Seq Mag,Marion South Bus Pos Seq Ang,Monroe North Bus Pos Seq Mag,Monroe North Bus Pos Seq Ang,Monroe South Bus Pos Seq Mag,Monroe South Bus Pos Seq Ang,Ostrander West Bus Pos Seq Mag,Ostrander West Bus Pos Seq Ang,Ostrander East Bus Pos Seq Mag,Ostrander East Bus Pos Seq Ang,Paul North Bus Pos Seq Mag,Paul North Bus Pos Seq Ang,Paul South Bus Pos Seq Mag,Paul South Bus Pos Seq Ang,Pearl West Bus Pos Seq Mag,Pearl West Bus Pos Seq Ang,Pearl East Bus Pos Seq Mag,Pearl East Bus Pos Seq Ang,Rock Creek West Bus Pos Seq Mag,Rock Creek West Pos Seq Ang,Rock Creek Wautoma Line Pos Seq Mag,Rock Creek Wautoma Line Pos Seq Ang,Summer Lake Grizzly Line Pos Seq Mag,Summer Lake Grizzly Line Pos Seq Ang,Summer Lake Hemingway Line Pos Seq Mag,Summer Lake Hemingway Line Pos Seq Ang,Wautoma West Bus Pos Seq Mag,Wautoma West Bus Pos Seq Ang,Wautoma East Bus Pos Seq Mag,Wautoma East Bus Pos Seq Ang
0,537.589,113.528,538.396,113.505,550.676,102.009,551.09,101.995,542.34,109.899,541.467,110.074,545.749,94.3638,545.656,94.3555,544.962,126.161,544.762,126.17,547.967,118.082,531.557,117.989,539.873,122.986,539.777,122.988,548.769,144.652,548.794,144.648,538.17,104.12,545.364,103.991,542.658,111.402,542.426,111.377,534.615,109.42,533.807,109.578,545.035,94.2144,544.998,94.2238,548.038,105.245,547.696,105.269,540.419,121.905,541.411,121.882,534.908,109.453,535.098,109.441,541.876,116.86,542.088,116.833,537.084,108.521,536.454,108.524,542.292,113.966,542.758,113.964,546.469,98.8473,0,0,542.011,124.401,541.974,124.387
0.0166667,537.598,113.472,538.422,113.454,550.644,101.95,551.101,101.935,542.326,109.841,541.467,110.02,545.753,94.3091,545.66,94.3007,544.987,126.102,544.726,126.111,547.973,118.025,531.563,117.93,539.832,122.929,539.735,122.93,548.737,144.594,548.762,144.591,538.17,104.063,545.364,103.935,542.645,111.348,542.439,111.317,534.62,109.365,533.811,109.524,545.037,94.155,545.003,94.169,548.027,105.189,547.726,105.212,540.388,121.847,541.417,121.823,534.913,109.399,535.062,109.388,541.835,116.801,542.066,116.778,537.056,108.469,536.426,108.472,542.296,113.91,542.762,113.909,546.475,98.7921,0,0,542.017,124.345,541.98,124.331
0.0333333,537.567,113.418,538.391,113.4,550.663,101.894,551.121,101.879,542.313,109.783,541.452,109.962,545.714,94.2547,545.661,94.2414,544.977,126.047,544.751,126.053,547.976,117.958,531.549,117.868,539.768,122.868,539.731,122.87,548.731,144.533,548.756,144.529,538.17,104.006,545.366,103.878,542.658,111.289,542.427,111.264,534.585,109.313,533.789,109.476,544.999,94.1005,544.962,94.1099,548.005,105.129,547.704,105.151,540.394,121.787,541.364,121.762,534.878,109.346,535.068,109.334,541.852,116.743,542.045,116.723,537.028,108.416,536.398,108.419,542.284,113.851,542.75,113.849,546.432,98.733,0,0,541.999,124.286,541.962,124.272
0.05,537.56,113.358,538.384,113.34,550.632,101.835,551.09,101.82,542.301,109.726,541.438,109.904,545.716,94.1954,545.62,94.1825,544.977,125.985,544.751,125.991,547.962,117.898,531.536,117.805,539.8,122.805,539.704,122.806,548.7,144.475,548.725,144.471,538.17,103.949,545.367,103.822,542.631,111.231,542.425,111.2,534.55,109.26,533.738,109.418,545.003,94.0412,544.968,94.0551,547.995,105.073,547.683,105.091,540.378,121.724,541.408,121.699,534.843,109.293,535.033,109.281,541.832,116.688,542.044,116.661,536.947,108.36,536.33,108.368,542.289,113.796,542.778,113.788,546.432,98.6733,0,0,542.017,124.223,541.969,124.216
0.0666667,537.553,113.298,538.377,113.28,550.636,101.77,551.093,101.756,542.289,109.668,541.45,109.841,545.718,94.1361,545.623,94.1232,544.978,125.923,544.777,125.933,547.987,117.835,531.563,117.74,539.834,122.743,539.737,122.744,548.695,144.413,548.721,144.41,538.161,103.888,545.359,103.762,542.645,111.171,542.399,111.142,534.529,109.197,533.674,109.357,545.006,93.9818,544.969,93.9912,548.016,105.011,547.704,105.029,540.423,121.661,541.453,121.637,534.82,109.23,534.97,109.22,541.831,116.626,542.043,116.6,536.893,108.299,536.318,108.305,542.261,113.732,542.766,113.729,546.433,98.6136,0,0,542,124.164,541.987,124.153
0.0833333,537.547,113.238,538.371,113.22,550.657,101.715,551.063,101.697,542.303,109.604,541.437,109.783,545.721,94.0769,545.626,94.0639,544.979,125.861,544.778,125.871,548.013,117.772,531.589,117.675,539.891,122.684,539.795,122.686,548.691,144.352,548.752,144.351,538.152,103.826,545.352,103.701,542.644,111.108,542.414,111.083,534.548,109.132,533.692,109.292,545.011,93.9225,544.973,93.9319,547.996,104.951,547.684,104.969,540.431,121.601,541.461,121.577,534.84,109.165,534.989,109.155,541.83,116.565,542.063,116.543,536.922,108.235,536.306,108.242,542.25,113.673,542.756,113.669,546.435,98.5539,0,0,542.044,124.105,542.007,124.091
0.1,537.581,113.176,538.405,113.159,550.628,101.655,551.086,101.641,542.333,109.545,541.465,109.723,545.725,94.0176,545.632,94.0092,545.006,125.803,544.78,125.809,548.04,117.709,531.637,117.615,539.889,122.625,539.816,122.629,548.723,144.293,548.748,144.289,538.154,103.769,545.345,103.64,542.659,111.048,542.429,111.023,534.583,109.072,533.739,109.236,545.016,93.8631,544.981,93.8771,548.018,104.889,547.717,104.912,540.44,121.542,541.47,121.518,534.874,109.105,535.023,109.095,541.85,116.508,542.063,116.481,536.965,108.175,536.39,108.18,542.28,113.611,542.746,113.61,546.443,98.4987,0,0,542.028,124.046,541.991,124.032
0.116667,537.592,113.12,538.417,113.103,550.642,101.595,551.1,101.581,542.323,109.487,541.453,109.665,545.729,93.9583,545.636,93.9499,544.974,125.744,544.773,125.753,548.048,117.652,531.608,117.559,539.875,122.571,539.779,122.572,548.72,144.232,548.745,144.228,538.157,103.712,545.349,103.584,542.634,110.991,542.445,110.964,534.591,109.018,533.773,109.176,545.024,93.8083,544.987,93.8177,548.011,104.833,547.709,104.856,540.435,121.488,541.443,121.46,534.923,109.049,535.073,109.039,541.87,116.45,542.084,116.424,537.023,108.119,536.406,108.126,542.288,113.556,542.793,113.553,546.446,98.4389,0,0,542.037,123.99,542.001,123.976
0.133333,537.525,113.068,538.39,113.049,550.622,101.541,551.072,101.522,542.313,109.429,541.441,109.607,545.733,93.899,545.641,93.8906,544.967,125.688,544.741,125.694,547.999,117.594,531.56,117.498,539.752,122.525,539.692,122.523,548.727,144.176,548.753,144.173,538.161,103.655,545.354,103.528,542.626,110.937,542.421,110.906,534.559,108.965,533.739,109.123,544.987,93.7493,544.95,93.7587,548.003,104.777,547.691,104.795,540.334,121.435,541.342,121.408,534.876,108.992,535.026,108.982,541.813,116.397,542.046,116.375,536.998,108.067,536.382,108.074,542.239,113.498,542.745,113.495,546.45,98.3792,0,0,541.987,123.933,541.95,123.919
0.15,537.498,113.014,538.306,112.993,550.595,101.481,551.053,101.467,542.263,109.373,541.43,109.549,545.695,93.8401,545.603,93.8316,544.961,125.632,544.735,125.638,547.931,117.531,531.532,117.442,539.619,122.468,539.545,122.473,548.7,144.119,548.725,144.115,538.154,103.593,545.306,103.468,542.602,110.879,542.398,110.848,534.513,108.908,533.706,109.07,544.994,93.6899,544.956,93.6993,547.986,104.717,547.684,104.739,540.211,121.379,541.242,121.355,534.844,108.94,534.994,108.929,541.718,116.346,541.932,116.319,536.92,108.011,536.344,108.017,542.231,113.439,542.737,113.436,546.417,98.3247,0,0,541.961,123.879,541.924,123.865
