2013,6,26,1,56,0
Time,Allston North Bus Pos Seq Mag,Allston North Bus Pos Seq Ang,Allston South Bus Pos Seq Mag,Allston South Bus Pos Seq Ang,Alvey Dixonville Line Pos Seq Mag,Alvey Dixonville Line Pos Seq Ang,Alvey Marion Line Pos Seq Mag,Alvey Marion Line Pos Seq Ang,Big Eddy West Bus Pos Seq Mag,Big Eddy West Bus Pos Seq Ang,Big Eddy East Bus Pos Seq Mag,Big Eddy East Bus Pos Seq Ang,Captain Jack West Bus Pos Seq Mag,Captain Jack West Bus Pos Seq Ang,Captain Jack East Bus Pos Seq Mag,Captain Jack East Bus Pos Seq Ang,Central Ferry West Bus Pos Seq Mag,Central Ferry West Bus Pos Seq Ang,Central Ferry East Bus Pos Seq Mag,Central Ferry East Bus Pos Seq Ang,Custer North Bus Pos Seq Mag,Custer North Bus Pos Seq Ang,Custer South Bus Pos Seq Mag,Custer South Bus Pos Seq Ang,Echo Lake North Bus Pos Seq Mag,Echo Lake North Bus Pos Seq Ang,Echo Lake South Bus Pos Seq Mag,Echo Lake South Bus Pos Seq Ang,Garrison West Bus Pos Seq Mag,Garrison West Bus Pos Seq Ang,Garrison East Bus Pos Seq Mag,Garrison East Bus Pos Seq Ang,Grizzly North Bus Pos Seq Mag,Grizzly North Bus Pos Seq Ang,Grizzly South Bus Pos Seq Mag,Grizzly South Bus Pos Seq Ang,John Day West Bus Pos Seq Mag,John Day West Bus Pos Seq Ang,John Day East Bus Pos Seq Mag,John Day East Bus Pos Seq Ang,Keeler West Bus Pos Seq Mag,Keeler West Bus Pos Seq Ang,Keeler Allston Line Pos Seq Mag,Keeler Allston Line Pos Seq Ang,Malin North Bus Pos Seq Mag,Malin North Bus Pos Seq Ang,Malin South Bus Pos Seq Mag,Malin South Bus Pos Seq Ang,Marion North Bus Pos Seq Mag,Marion North Bus Pos Seq Ang,Marion South Bus Pos Seq Mag,Marion South Bus Pos Seq Ang,Monroe North Bus Pos Seq Mag,Monroe North Bus Pos Seq Ang,Monroe South Bus Pos Seq Mag,Monroe South Bus Pos Seq Ang,Ostrander West Bus Pos Seq Mag,Ostrander West Bus Pos Seq Ang,Ostrander East Bus Pos Seq Mag,Ostrander East Bus Pos Seq Ang,Paul North Bus Pos Seq Mag,Paul North Bus Pos Seq Ang,Paul South Bus Pos Seq Mag,Paul South Bus Pos Seq Ang,Pearl West Bus Pos Seq Mag,Pearl West Bus Pos Seq Ang,Pearl East Bus Pos Seq Mag,Pearl East Bus Pos Seq Ang,Rock Creek West Bus Pos Seq Mag,Rock Creek West Pos Seq Ang,Rock Creek Wautoma Line Pos Seq Mag,Rock Creek Wautoma Line Pos Seq Ang,Summer Lake Grizzly Line Pos Seq Mag,Summer Lake Grizzly Line Pos Seq Ang,Summer Lake Hemingway Line Pos Seq Mag,Summer Lake Hemingway Line Pos Seq Ang,Wautoma West Bus Pos Seq Mag,Wautoma West Bus Pos Seq Ang,Wautoma East Bus Pos Seq Mag,Wautoma East Bus Pos Seq Ang
0,537.867,149.657,538.675,149.638,553.054,138.285,553.475,138.27,544.196,146.081,543.339,146.257,549.548,130.802,549.463,130.791,545.873,162.261,545.655,162.272,548.44,154.167,532.026,154.073,540.331,159.044,540.275,159.046,549.023,-179.232,549.066,-179.236,544.195,140.382,551.461,140.253,544.889,147.577,544.666,147.546,534.975,145.583,534.166,145.743,548.859,130.649,548.789,130.661,550.363,141.478,550.052,141.504,540.904,157.963,541.934,157.938,535.667,145.623,535.836,145.613,542.138,152.974,542.353,152.95,537.57,144.699,536.956,144.704,544.231,150.122,544.698,150.119,551.138,135.197,0,0,543.027,160.481,543.015,160.471
0.0166667,537.808,149.659,538.638,149.636,553.025,138.288,553.446,138.273,544.172,146.085,543.315,146.261,549.576,130.805,549.491,130.795,545.86,162.265,545.655,162.272,548.479,154.169,532.046,154.079,540.356,159.05,540.26,159.051,549.022,-179.236,549.065,-179.241,544.229,140.385,551.434,140.257,544.889,147.577,544.643,147.549,534.904,145.578,534.094,145.738,548.854,130.655,548.817,130.665,550.336,141.482,550.052,141.504,540.928,157.969,541.918,157.942,535.631,145.62,535.741,145.611,542.1,152.972,542.315,152.948,537.5,144.694,536.825,144.7,544.209,150.126,544.677,150.123,551.139,135.204,0,0,543.013,160.486,543.001,160.476
0.0333333,537.718,149.648,538.563,149.631,553.025,138.288,553.446,138.273,544.136,146.082,543.279,146.258,549.572,130.811,549.487,130.801,545.86,162.265,545.614,162.271,548.402,154.175,531.988,154.081,540.204,159.053,540.132,159.06,549.022,-179.241,549.065,-179.241,544.229,140.385,551.434,140.257,544.853,147.574,544.643,147.549,534.881,145.565,534.035,145.722,548.883,130.659,548.845,130.668,550.336,141.482,550.018,141.502,540.815,157.974,541.805,157.947,535.549,145.608,535.718,145.598,542.023,152.968,542.238,152.944,537.444,144.679,536.83,144.683,544.172,150.124,544.677,150.123,551.169,135.207,0,0,542.957,160.488,542.919,160.473
0.05,537.702,149.642,538.51,149.623,552.993,138.285,553.475,138.27,544.136,146.082,543.279,146.258,549.572,130.811,549.487,130.801,545.819,162.264,545.601,162.275,548.344,154.178,531.872,154.086,539.996,159.059,539.899,159.06,549.022,-179.241,549.064,-179.245,544.229,140.385,551.434,140.257,544.853,147.574,544.607,147.547,534.894,145.555,534.06,145.719,548.883,130.659,548.841,130.674,550.302,141.479,550.018,141.502,540.606,157.98,541.636,157.954,535.598,145.601,535.707,145.592,541.926,152.968,542.141,152.944,537.494,144.671,536.845,144.673,544.113,150.126,544.639,150.121,551.139,135.21,0,0,542.876,160.485,542.864,160.475
0.0666667,537.643,149.643,538.488,149.626,553.025,138.288,553.475,138.27,544.136,146.082,543.315,146.261,549.6,130.815,549.482,130.807,545.806,162.268,545.601,162.275,548.247,154.178,531.833,154.084,539.843,159.063,539.747,159.064,549.021,-179.245,549.021,-179.245,544.201,140.388,551.467,140.26,544.866,147.581,544.62,147.553,534.906,145.561,534.096,145.721,548.878,130.665,548.841,130.674,550.336,141.482,550.018,141.502,540.509,157.98,541.5,157.954,535.609,145.607,535.778,145.597,541.887,152.966,542.102,152.942,537.539,144.68,536.89,144.682,544.113,150.126,544.639,150.121,551.17,135.213,0,0,542.861,160.49,542.809,160.478
0.0833333,537.659,149.65,538.466,149.63,553.025,138.288,553.479,138.276,544.148,146.089,543.291,146.264,549.596,130.821,549.511,130.811,545.806,162.268,545.601,162.275,548.247,154.178,531.794,154.082,539.818,159.057,539.762,159.06,549.021,-179.245,549.021,-179.25,544.235,140.391,551.439,140.263,544.866,147.581,544.657,147.556,534.928,145.574,534.058,145.735,548.935,130.672,548.864,130.684,550.336,141.482,550.025,141.508,540.469,157.979,541.5,157.954,535.596,145.617,535.765,145.607,541.868,152.97,542.083,152.946,537.525,144.69,536.911,144.695,544.15,150.128,544.655,150.127,551.17,135.213,0,0,542.861,160.49,542.809,160.478
0.1,537.621,149.647,538.466,149.63,553.029,138.295,553.479,138.276,544.148,146.089,543.291,146.264,549.624,130.825,549.506,130.817,545.806,162.268,545.601,162.275,548.266,154.174,531.852,154.08,539.93,159.052,539.874,159.055,549.021,-179.25,549.02,-179.254,544.207,140.395,551.445,140.269,544.843,147.584,544.633,147.56,534.832,145.573,534.022,145.733,548.902,130.675,548.892,130.688,550.343,141.488,550.025,141.508,540.582,157.974,541.572,157.947,535.536,145.619,535.705,145.609,541.868,152.97,542.102,152.942,537.439,144.695,536.79,144.697,544.15,150.128,544.655,150.127,551.17,135.22,0,0,542.902,160.491,542.849,160.48
0.116667,537.584,149.645,538.413,149.622,553.029,138.295,553.45,138.279,544.112,146.086,543.255,146.262,549.591,130.827,549.535,130.821,545.806,162.268,545.601,162.275,548.285,154.17,531.852,154.08,539.971,159.054,539.915,159.056,549.021,-179.25,549.063,-179.254,544.207,140.395,551.445,140.269,544.843,147.584,544.597,147.557,534.785,145.564,533.951,145.727,548.93,130.678,548.86,130.691,550.309,141.485,550.025,141.508,540.582,157.974,541.612,157.949,535.489,145.61,535.658,145.6,541.849,152.964,542.064,152.94,537.358,144.683,536.709,144.685,544.129,150.132,544.617,150.125,551.17,135.22,0,0,542.902,160.491,542.849,160.48
0.133333,537.547,149.643,538.391,149.626,553.029,138.295,553.45,138.279,544.112,146.086,543.231,146.266,549.62,130.831,549.502,130.824,545.792,162.272,545.588,162.28,548.266,154.174,531.833,154.084,539.884,159.065,539.787,159.066,549.021,-179.25,549.063,-179.254,544.213,140.401,551.445,140.269,544.82,147.588,544.597,147.557,534.75,145.561,533.915,145.725,548.925,130.685,548.888,130.694,550.316,141.492,549.998,141.511,540.55,157.982,541.54,157.955,535.453,145.607,535.622,145.597,541.829,152.968,542.005,152.942,537.288,144.678,536.674,144.683,544.129,150.132,544.596,150.129,551.17,135.226,0,0,542.847,160.494,542.794,160.482
0.15,537.487,149.644,538.332,149.627,553,138.298,553.482,138.282,544.087,146.09,543.231,146.266,549.615,130.837,549.53,130.827,545.779,162.277,545.533,162.283,548.19,154.18,531.776,154.086,539.716,159.073,539.66,159.075,549.021,-179.245,549.021,-179.25,544.213,140.401,551.45,140.276,544.82,147.588,544.574,147.561,534.725,145.565,533.879,145.722,548.925,130.685,548.855,130.697,550.316,141.492,549.998,141.511,540.437,157.987,541.427,157.96,535.428,145.611,535.598,145.601,541.713,152.972,541.947,152.944,537.263,144.682,536.674,144.683,544.107,150.136,544.574,150.133,551.17,135.226,0,0,542.792,160.497,542.739,160.485
